drugName,Review,rating,Processed_Review,sentiment_score
Carbamazepine,I just started tegretol days ago in conjunction with Cipralex and Clonazapam Ive taken the last two mentioned for years up until a few months ago and never had side effects so I know the side effects are from the Tegretol No appetite Nausea and severe migraines Definitely making me more hopeful and less suicidal and less impulsive but I just hope the physical symptoms go away soon Ive never been on Tegretol before,6,i start tegretol day ago conjunct cipralex clonazapam ive taken last two mention year month ago never side effect i know side effect tegretol no appetit nausea sever migrain definit make hope less suicid less impuls i hope physic symptom go away soon ive never tegretol,0.8610238954424858
Lorazepam,Fell asleep easily Stayed asleep all night No hangover,8,fell asleep easili stay asleep night no hangov,0.8862088462337852
Jolivette,I have only been on Jolivette for a month after my daughter was born First of all she is months old and in that entire time I have been on a period except for days of very light spotting I feel like Im going to bleed forever Its not heavy it just doesnt stop It also made my milk supply low which has me supplementing with formula and I have never had acne this bad in my life My entire face is covered I am stopping use of this pill immediately I would rather use condoms than deal with this nonsense Im having to use them anyway since you have to take the pill the same time everyday and I always forget If I wanna get back on the pill Ill take a normal one in months when Im done breast feeding,2,i jolivett month daughter born first month old entir time i period except day light spot i feel like im go bleed forev it heavi doesnt stop it also made milk suppli low supplement formula i never acn bad life my entir face cover i stop use pill immedi i would rather use condom deal nonsens im use anyway sinc take pill time everyday i alway forget if i wan na get back pill ill take normal one month im done breast feed,0.12804554626345635
Ethinyl estradiol / levonorgestrel,Ive been on Orsythia for a year and half and Ive had a regular cycle twice I get it early and it lasts days and its just brown not a true period Recently Ive started to get the bad acne everyone mentions Im and have pimples on my chin and forehead never had it before It has eliminated my breast tenderness and cramping though thats why I strayed on it But its just too unpredictable and so I changed to another birth control I do not recommend it,3,ive orsythia year half ive regular cycl twice i get earli last day brown true period recent ive start get bad acn everyon mention im pimpl chin forehead never it elimin breast tender cramp though that i stray but unpredict i chang anoth birth control i recommend,-0.031413885578513184
Benzonatate,This medicine made me unable to BREATHE I went to urgent Care to appease my boyfriend He hounded me about taking the meds they prescribed even though I felt the intuitive urge not to As soon as I took one about minutes later came a cough episode from hell with my throat closing up Thought maybe it was cold air Took another one Same thing This time chest tightness and burning I went to another urgent care where they gave me a breathing treatment and a z pack for suspected bacterial bronchitis I came home and told my man I think it was a side effect of the meds He said let me take one Ive been coughing a little lets see if it works for me minutes later he had a migraine from hell and a fever DONT TAKE THIS TRASH,1,thi medicin made unabl breath i went urgent care appeas boyfriend he hound take med prescrib even though i felt intuit urg as soon i took one minut later came cough episod hell throat close thought mayb cold air took anoth one same thing thi time chest tight burn i went anoth urgent care gave breath treatment z pack suspect bacteri bronchiti i came home told man i think side effect med he said let take one ive cough littl let see work minut later migrain hell fever dont take thi trash,0.19646880961954594
Metronidazole,Today is my third day with flagyl for BV I do have a weird taste in my mouth when I brush my teeth and eat To prevent yeast infection I eat yogurt and take a probiotic powder packet thats fizzy and you mix into water like an emergenc packet I also wear long dresses and nightgowns around the house without undies to help with air flow which heals and prevents yeast infections Its my health and going commando taking flagyl and drinking water to dilute the concentrated urine all have been helpful in stopping side effects,10,today third day flagyl bv i weird tast mouth i brush teeth eat to prevent yeast infect i eat yogurt take probiot powder packet that fizzi mix water like emergenc packet i also wear long dress nightgown around hous without undi help air flow heal prevent yeast infect it health go commando take flagyl drink water dilut concentr urin help stop side effect,0.9999999888241291
Brimonidine / timolol,My eyes are very red and everyone thinks I have been smoking weedthats how bad they look They hurt and are light sensitive I am going to ask to change to something else I cant deal with this,5,my eye red everyon think i smoke weedthat bad look they hurt light sensit i go ask chang someth els i cant deal,0.990623380872421
Pristiq,A little over two years due to a job change and move I suffered many anxietypanic attacks One of them landed me in the ER I was then diagnosed with depression I was put on Pristiq and with time it started working I took the medication for about months and then very slowly went off I dont like being dependent on medication My main reason for going off was my sex drive You are very limited as to what you can take while on antidepressants I am starting to feel like I am slipping into depression once again so will probably start again Pristiq worked wonders for me,9,a littl two year due job chang move i suffer mani anxietypan attack one land er i diagnos depress i put pristiq time start work i took medic month slowli went i dont like depend medic my main reason go sex drive you limit take antidepress i start feel like i slip depress probabl start pristiq work wonder,0.9920130968093872
Mucinex D,I took this around pm I fell right to sleep with no problems It did not keep me up at all I woke up and blew my nose the medicine had worked It cleared my nose after I blew it However the taste is disgusting and I still have a cough,3,i took around pm i fell right sleep problem it keep i woke blew nose medicin work it clear nose i blew howev tast disgust i still cough,-0.01855502724647526
Azor,I have been on Azor for days I also started mg of Cymbalta the same night I have had severe headaches from the time I get up until the time I go to bed also diarrhea some times times a day Azor did stop the pulsating heartbeat sounds I was having in my ears I will see me Dr in a few days to discuss what is happening and if I should continue this medication I previously was on Cymbalta with no side effects so I dont believe my symptoms are from that medication,7,i azor day i also start mg cymbalta night i sever headach time i get time i go bed also diarrhea time time day azor stop pulsat heartbeat sound i ear i see dr day discuss happen i continu medic i previous cymbalta side effect i dont believ symptom medic,0.8665382944047451
NuvaRing,I started taking this years ago I chose it because how easy it is to use and you dont have to remember to take it every day Big plus On the downside I did gain some weight I also have experienced mood swings and last summer I had sun spots on my face NEVER had those before Im going to stop using it soon because Im tired of the mood swings,5,i start take year ago i chose easi use dont rememb take everi day big plu on downsid i gain weight i also experienc mood swing last summer i sun spot face never im go stop use soon im tire mood swing,0.8068184107542038
Voltaren,I have a torn hip ligament due to a fall at work I find NO relief with Voltaren either oral MG x per day or the patch,1,i torn hip ligament due fall work i find no relief voltaren either oral mg x per day patch,-0.02290976420044899
Nexplanon,I decided to use this birth control after constantly changing oral contraceptives because they were just awful mood swings and gained pounds in months This has been the best birth control Irsquove been on No weight gain No periods No mood swings I get acne around the time I should have a period each month Also no pregnancy so thatrsquos good I was skeptical to use this birth control after reading reviews But itrsquos been the best thing for me I recommend this to anyone of my girl friends,10,i decid use birth control constantli chang oral contracept aw mood swing gain pound month thi best birth control irsquov no weight gain no period no mood swing i get acn around time i period month also pregnanc thatrsquo good i skeptic use birth control read review but itrsquo best thing i recommend anyon girl friend,1.0000000409781933
Meloxicam,Bent over and lower back went out Left shoulder was already hurting for months No diagnosis but doctor started me on Mobic and PT Back pain is gone after one month but both shoulders are so painful I cant sleep at all Having a lot of wheezing and just started running fever for no reason I am thinking I may have to quit taking it,4,bent lower back went left shoulder alreadi hurt month no diagnosi doctor start mobic pt back pain gone one month shoulder pain i cant sleep have lot wheez start run fever reason i think i may quit take,-0.3083700876682997
Pristiq,Wrapping up week with Pristiq First depression treatment attempt therefore unable to compare to similar drugs Notable elevated mood onandoff headaches sleepiness confusion poor coordination decreased appetite consistent sex drive Positive effects of drug definitely outweigh set backs Thanks Pristiq Everyone is different and therefore no two people are expected to react the same,8,wrap week pristiq first depress treatment attempt therefor unabl compar similar drug notabl elev mood onandoff headach sleepi confus poor coordin decreas appetit consist sex drive posit effect drug definit outweigh set back thank pristiq everyon differ therefor two peopl expect react,0.9805009424686432
Humira,I started taking Humira after the Methotrexate became ineffective I WOULD NEVER TAKE THIS HUMIRA AGAIN IN MY ENTIRE LIFE It began with headaches which got worse every time I took the Humira My energy level went down to nothing and it did not help my RA at all NOW this drug has given me severe Eczema on my hands feet underarms crotch and in my ear canals I have never been so miserable in my entire life They cant help the eczema at all I have gone off Humira for over months Im flaring and I still have the eczema They tell me I might have it for life DO NOT TAKE THIS DRUG Id rather have RA pain then all these debilitating side effects Funny they never said a word about any of this,1,i start take humira methotrex becam ineffect i would never take thi humira again in my entir life it began headach got wors everi time i took humira my energi level went noth help ra now drug given sever eczema hand feet underarm crotch ear canal i never miser entir life they cant help eczema i gone humira month im flare i still eczema they tell i might life do not take thi drug id rather ra pain debilit side effect funni never said word,-0.07418336379341782
Viibryd,I had no major side effects on this med amp its helped my anxiety amp depression Ive been taking it for months I titrated up to mg The Med was helping my mood but I had diarrhea that wasnt temporary so they put me on mg The mg is working just fine for me but I still get diarrhea every now amp then whereas I didnt before starting Viibryd Something peculiar it seems since starting Viibryd my guts are intolerant to veggies I ate fine before I started the med Lettuces even organic from the grocery not sprayed wpreservatives cooked cauliflower etc run right through me now Its common for ppl to have this affect wo this med but I never was sensitive Not sure if there is a correlation Its not crampy so for now staying on Viibryd,8,i major side effect med amp help anxieti amp depress ive take month i titrat mg the med help mood i diarrhea wasnt temporari put mg the mg work fine i still get diarrhea everi amp wherea i didnt start viibryd someth peculiar seem sinc start viibryd gut intoler veggi i ate fine i start med lettuc even organ groceri spray wpreserv cook cauliflow etc run right it common ppl affect wo med i never sensit not sure correl it crampi stay viibryd,0.8816691167652607
Diclofenac,I think the use of putting perfume in the gel is really stupid There are so many people allergic also someone like me with cancer and very sore and nauseated to spend money on this and it made me so sick I washed up times and my hands and skin still smells strong It gave me a headache and made my nausea worse There is no need for perfume not to mention its just an toxic unnecessary ingredient I will never use this again and I will be sure to let everyone at clinic know,1,i think use put perfum gel realli stupid there mani peopl allerg also someon like cancer sore nauseat spend money made sick i wash time hand skin still smell strong it gave headach made nausea wors there need perfum mention toxic unnecessari ingredi i never use i sure let everyon clinic know,-0.08010356281884015
Vortioxetine,I am a yr old female and I started taking mg twelve days ago The first week was really good I felt calmer softer and less agitated I didnt feel depressed but I did experience some minor GI issues nothing I couldnt deal with This week I feel slow and tired unexcited about going to the gym anymore I can feel depression creeping back in I called the doctor today and asked if I could try going up to mg Im hoping I can get back on track,5,i yr old femal i start take mg twelv day ago the first week realli good i felt calmer softer less agit i didnt feel depress i experi minor gi issu noth i couldnt deal thi week i feel slow tire unexcit go gym anymor i feel depress creep back i call doctor today ask i could tri go mg im hope i get back track,0.8124060928821564
Levomilnacipran,I was on Fetzima for a couple of months but my depression was still really bad The doctor kept increasing my dose with no signs of improvement Eventually my blood pressure and pulse was so high that I had to come off,2,i fetzima coupl month depress still realli bad the doctor kept increas dose sign improv eventu blood pressur puls high i come,-0.11371237868443132
Velivet,This was my first birth control brand so I dont have experience with other brands to compare it to but I had some issues I had heavy two week long periods on this pill sometimes even longer Thinking this would eventually level off I stayed on it for a year but it never did Needless to say Ive had more than enough of that Also on this pill I felt paranoid about things that I never worried about before I kept thinking something awful would happen whenever I left the house I just switched bands so Im hoping these symptoms stop especially the paranoia and anxiety On the plus my skin never looked better and while the periods were long I had minimal cramping,5,thi first birth control brand i dont experi brand compar i issu i heavi two week long period pill sometim even longer think would eventu level i stay year never needless say ive enough also pill i felt paranoid thing i never worri i kept think someth aw would happen whenev i left hous i switch band im hope symptom stop especi paranoia anxieti on plu skin never look better period long i minim cramp,0.889485340565443
Viibryd,Ive tried Prozac Zoloft Celexa and none of them worked well They would work maybe a month and the depression crept back into my life I started taking Viibryd and the recommendation of a doctor and trusted friend and my life has changed dramatically for the better I dont have the wiped out feeling and my sex drive has stayed the same This medicine has been a God send for me I had to fight to get my insurance to cover it but it has so been worth it,10,ive tri prozac zoloft celexa none work well they would work mayb month depress crept back life i start take viibryd recommend doctor trust friend life chang dramat better i dont wipe feel sex drive stay thi medicin god send i fight get insur cover worth,1.000000011175871
Zyprexa,Im bipolar and this is the only medication out of many many that really helps my bipolar and it works almost instantaneously for me I first went on it to gain weight because I was trying to recover from anorexia and struggling but stayed on it for my bipolar I did gain weight and I eat tons but I have a good metabolism and Zyprexa just brings me up to my medically ideal weight,9,im bipolar medic mani mani realli help bipolar work almost instantan i first went gain weight i tri recov anorexia struggl stay bipolar i gain weight i eat ton i good metabol zyprexa bring medic ideal weight,0.909005446638912
Necon 1 / 35,I started taking this after I had a child at age and first the side effects were minimum for me but I got a lot of weird bumps all over my hands that looked like warts and the doctor said that I either had to wait them out or stop the pill After months they finally went away I took this for about a year My husband and I have tried for the last months to get pregnant and it turns out now Im all of a sudden infertile Ive already had one baby so this was linked to Necon,2,i start take i child age first side effect minimum i got lot weird bump hand look like wart doctor said i either wait stop pill after month final went away i took year my husband i tri last month get pregnant turn im sudden infertil ive alreadi one babi link necon,0.34791978970170023
Seroquel XR,I was taking mg of Seroquel XR for months The best part was being able to get a good nightrsquos sleep I had only been getting hrs rest each night My mind would race and it was a struggle to stay in bed I would get up and start cleaning Additionally I would spend hours creating plans to organize my life I had not actually followed any of those plans and I was depressed I took Latuda for a short period but it made my inability to sleep worse Thatrsquos when I was switched to Seroquel I loved the way it helped me feel normal The bad I gained lbs in months I asked to be taken off and started taking Geodon Once again I cannot sleep I am going to ask to go back to Seroquel XR and focus on following a healthy diet,9,i take mg seroquel xr month the best part abl get good nightrsquo sleep i get hr rest night my mind would race struggl stay bed i would get start clean addit i would spend hour creat plan organ life i actual follow plan i depress i took latuda short period made inabl sleep wors thatrsquo i switch seroquel i love way help feel normal the bad i gain lb month i ask taken start take geodon onc i sleep i go ask go back seroquel xr focu follow healthi diet,0.9805728822946549
Detrol LA,Expensive but it works No negative side effects,10,expens work no neg side effect,0.9999999888241291
Sporanox,Took sporanox for approximately seven months to cure complete infestation of toenail fungus both feetall toes Sporanox had started to clear it all up when I ran out of the capsules I was overseas and unable to get a refill After stopping the medication for a period of time the fungus returned to its previous state Upon my return to the US I did not pursue another Rx due to concerns over liver damage But if your liver is healthy and you can take it for an extended period of time Sporanox seems to be a very effective cure Much faster than topical meds Ive used since then although like I said soon after I stopped taking Sporanox the fungal infection returned to its previous state,10,took sporanox approxim seven month cure complet infest toenail fungu feetal toe sporanox start clear i ran capsul i oversea unabl get refil after stop medic period time fungu return previou state upon return us i pursu anoth rx due concern liver damag but liver healthi take extend period time sporanox seem effect cure much faster topic med ive use sinc although like i said soon i stop take sporanox fungal infect return previou state,0.9999999478459358
Medroxyprogesterone,Do not get the shot I got the shot a while ago at first everything was alright but then I got my period which Ive had forever now it will not go away I get the worst headaches that Ive ever had before and they last all day and I get them everyday I feel sick And I also have started to feel super moody and sad out of no where My body gets achey and I am starting to gain weight definitely will not be getting the shot again its not worth it,1,do get shot i got shot ago first everyth alright i got period ive forev go away i get worst headach ive ever last day i get everyday i feel sick and i also start feel super moodi sad my bodi get achey i start gain weight definit get shot worth,-0.0716047457419336
Suprep Bowel Prep Kit,The suggestion to chill the Suprep in fridge chill your water soda and or gatorade is great advice Yes use a straw I put a Lifesavor Peppermint in my mouth to prepare for the Supreps nasty taste then I added cold water and ginger ale to the fill line in the cup provided Using a straw holding my nose I quickly drank the Supra with the peppermint Lifesaver between my gums and cheek so in between each sip I was able to get the nasty taste out of my mouth with the mint Having a lifesaver peppermint REALLY helps with the aftertaste Its my rd colonoscopy and this time I was actually able to get through it without gagging on the stuff Yes it is like metallic grape drink,1,the suggest chill suprep fridg chill water soda gatorad great advic ye use straw i put lifesavor peppermint mouth prepar suprep nasti tast i ad cold water ginger ale fill line cup provid use straw hold nose i quickli drank supra peppermint lifesav gum cheek sip i abl get nasti tast mouth mint have lifesav peppermint realli help aftertast it rd colonoscopi time i actual abl get without gag stuff ye like metal grape drink,0.980720410309732
Citalopram,Im on mg a day did take sertraline mirtazapine now on these dont think they do anything to me doctor says he dont know if I got bi polar or schizophrenia lol thats what u get for being honest did stop them once for week as thought doing nothing never felt so ill in my life if thats a cold turkey Im anyone else on mg,3,im mg day take sertralin mirtazapin dont think anyth doctor say dont know i got bi polar schizophrenia lol that u get honest stop week thought noth never felt ill life that cold turkey im anyon els mg,0.3138813368976116
Gabapentin,Because I am a recovering alcoholic it is crucial for me to find nonnarcotic treatment for the persevering pain of my chronic pancreatitis I was feeling a bit hopeless with the repeated prescriptions of pain meds which of course offer only temporary relief and for me a danger of overuse until my GI prescribed me Gabapentin This med has been incredibly successful in mitigating my pain while also giving me huge energy Im a consistent runner so this factor is welcomed and allowing me to move forward with my sobriety I give it four stars though I realize like anything its not for everyone That said good luck to you all with finding what works,10,becaus i recov alcohol crucial find nonnarcot treatment persev pain chronic pancreat i feel bit hopeless repeat prescript pain med cours offer temporari relief danger overus gi prescrib gabapentin thi med incred success mitig pain also give huge energi im consist runner factor welcom allow move forward sobrieti i give four star though i realiz like anyth everyon that said good luck find work,0.9999999813735485
Febuxostat,Expensive but worth it My uric acid was in the range and I was having several severe gout attacks every year I tried allopurinol but didnt work so started on Uloric mg about months ago Had a few minor attacks during the first months but since then I can eat or drink anything and doesnt cause any flashes Doctors office just called and the uric acid level was,10,expens worth my uric acid rang i sever sever gout attack everi year i tri allopurinol didnt work start ulor mg month ago had minor attack first month sinc i eat drink anyth doesnt caus flash doctor offic call uric acid level,1.000000037252903
Suprep Bowel Prep Kit,I was happy to find these reviews I read through them and got some idea of what to expect This is my rd colonoscopy but the first time with this prep It is by far much easier than the others I cannot chug so I have to drink it in small amounts I chilled the prep used a straw and I bit into an orange wedge after every sip I dont even know what the prep tastes like because of biting into the orange after every drink Went down fast,8,i happi find review i read got idea expect thi rd colonoscopi first time prep it far much easier other i chug i drink small amount i chill prep use straw i bit orang wedg everi sip i dont even know prep tast like bite orang everi drink went fast,0.8345480419695378
Clindamycin,Genetically I am cursed with acne For years as a young teen I struggled with acne on my forehead and cheeks I tried every potion and cleanser out there to no avail When I went for my physical my doctor noticed how bad my acne was and prescribed clindamycin gel and boy has it worked wonders I have very sensitive skin yet this did not seem to make things worse I have occasional breakouts but my skin looks absolutely fantastic after months of use,10,genet i curs acn for year young teen i struggl acn forehead cheek i tri everi potion cleanser avail when i went physic doctor notic bad acn prescrib clindamycin gel boy work wonder i sensit skin yet seem make thing wors i occasion breakout skin look absolut fantast month use,1.0000000298023224
Eluxadoline,For me this medication did absolutely nothing went back to my usual daily Imodium after one miserable week of quotgoingquot almost nonstop BUT even though is was useless for me I say try it out we are all different Best wishes to us all,1,for medic absolut noth went back usual daili imodium one miser week quotgoingquot almost nonstop but even though useless i say tri differ best wish us,0.1585960231721401
Fluoxetine,I am a year old male In I was going through a very serious bout with anxiety and depression Luckily there was a place called Freedom From Fear on Staten Island that was able to counsel me free of charge as was affiliated with Columbia University and a doctor there prescribed for me a new drug that was just approved and availableProzac I took it for eight months or so and recovered so much so that it helped me deal with the tragedy of my mother dying only a year later Yes this medicine saved my life This is are the reason I am here right now I only took the medicine for that eight months and slowly got off it Here I am years later totally fine,9,i year old male in i go seriou bout anxieti depress luckili place call freedom from fear staten island abl counsel free charg affili columbia univers doctor prescrib new drug approv availableprozac i took eight month recov much help deal tragedi mother die year later ye medicin save life thi reason i right i took medicin eight month slowli got here i year later total fine,0.9113684730604291
Neurontin,This stuff is great for nerve pain I have herniated discs in my lower back and in my neck along with a pinched nerve It takes away my neck pain when narcotic pain relievers and muscle relaxers combined didnt Taking it alone causes drowsiness,9,thi stuff great nerv pain i herniat disc lower back neck along pinch nerv it take away neck pain narcot pain reliev muscl relax combin didnt take alon caus drowsi,0.9281857170164586
Ondansetron,Only medication that stops my nausea and vomiting during a migraine Ive tried everything too Its a life saver for me,9,onli medic stop nausea vomit migrain ive tri everyth it life saver,0.9378784760832787
Azelastine / fluticasone,Works amazing A life saver,10,work amaz a life saver,0.9999999718274921
Ethinyl estradiol / norgestimate,I have been on this birth control for years and had no problems at all It was great I recently was put on a body acne medication that lowered the effectiveness of this brand so because of that reason I am switching to Zovia I hope its as good,10,i birth control year problem it great i recent put bodi acn medic lower effect brand reason i switch zovia i hope good,1.0000000018626451
Amoxicillin / clavulanate,Overall not too bad Had some mild nausea and diarrhea the first two or three days but then drank Kefir which helped immensely Be sure to take as directed with some food you dont need a whole meal and eat yogurt etc I highly recommend Kefir during Augmentin therapy Began clearing the infection by the second day Remember most people have little to no side effects with these medications so what you tend to read on the Internet is negatively biased,8,overal bad had mild nausea diarrhea first two three day drank kefir help immens be sure take direct food dont need whole meal eat yogurt etc i highli recommend kefir augmentin therapi began clear infect second day rememb peopl littl side effect medic tend read internet neg bias,0.838465527817607
Cipro,I had to stop taken the medicine due to getting yellowing of the skin fevers nightmares severe headaches dizziness hot flashes restlessness nausea etc The medicine was fine until about days into it then I began to feel worse and it was even hard for me to breathe I may be one of the select few who reacted this way and I followed everything that I was told to do exactly,2,i stop taken medicin due get yellow skin fever nightmar sever headach dizzi hot flash restless nausea etc the medicin fine day i began feel wors even hard breath i may one select react way i follow everyth i told exactli,0.09537545815110204
Buprenorphine / naloxone,Love this medicine works great with less side effects of regular Suboxone Also with discount program I am saving very happy my Dr told me about it,10,love medicin work great less side effect regular suboxon also discount program i save happi dr told,1.0000000409781933
Viibryd,End of Viibryd week was starting to feel normal then began week at mg More nausea Ondancetron med really helps at work no headaches this week New symptom of gritty feeling in eyesthink it is dry eyes so bought some good tear drops and seems a lot better now will keep using I switched over cold turkey from mg Lexapro When starting any new antidepressant I always take it on the weekend NEVER during the workweek It might make you sleep all day or be quotout of itquot but thats usually just an adjustment period you have to go thru Too bad doctors dont always let patients know what to expect,8,end viibryd week start feel normal began week mg more nausea ondancetron med realli help work headach week new symptom gritti feel eyesthink dri eye bought good tear drop seem lot better keep use i switch cold turkey mg lexapro when start new antidepress i alway take weekend never workweek it might make sleep day quotout itquot that usual adjust period go thru too bad doctor dont alway let patient know expect,0.8542705126106739
Lexapro,I was on Celexa mg for a full year due to anxiety and panic attacks The medicine was working great I had to switch doctors and my new one suggested to a try Lexapro She said its a cleaner and better medicine then Celexa I said ok Ill try it Its been two week and no side effects at all Its been great Im glad I switched Im taking mg of Lexapro now which is the same as mg Celexa,10,i celexa mg full year due anxieti panic attack the medicin work great i switch doctor new one suggest tri lexapro she said cleaner better medicin celexa i said ok ill tri it two week side effect it great im glad i switch im take mg lexapro mg celexa,0.9999999576248229
Ethinyl estradiol / levonorgestrel,I tried this pill after having been on so many others I had been prescribed Femcon FE Loestrin Ortho Lo YAZ and Ocella These pills caused me to have terrible stomach pains go through nauseous periods all throughout the day and have recurring dizziness So I finally decided to speak with my doctor about having me switch to Alesse However it wasnt until I went to the pharmacy that I learned that Alesse is no longer available in the US so I was given its generic Aviane Out of all of the birth controls I have tried this one has been the most tolerable for me I can eat normally without having to deal with recurring stomach upset after almost every meal And I dont have to worry about dealing with crippling stomach pains,9,i tri pill mani other i prescrib femcon fe loestrin ortho lo yaz ocella these pill caus terribl stomach pain go nauseou period throughout day recur dizzi so i final decid speak doctor switch aless howev wasnt i went pharmaci i learn aless longer avail us i given gener avian out birth control i tri one toler i eat normal without deal recur stomach upset almost everi meal and i dont worri deal crippl stomach pain,0.9666817396879197
Skyla,I got skyla inserted months ago and its been a nightmare since then Im with no kids My friend got Mirena when she was and said it was amazing so I figured Id try it Insertion was pretty painful and i had cramps for a week I went back and got an ultrasound to check the placement and was informed I had a irritated cyst and that it would go awayhere I am months later every weeks I get insane cramping and a week long period Before Skyla day long periods and no cramps I told myself if after months im still in pain Im getting it out Obviously my body is not going to adjust and its not worth the pain Ive also gained lbs in the first months and noticed more zits anxiety and my hormones are crazy,1,i got skyla insert month ago nightmar sinc im kid my friend got mirena said amaz i figur id tri insert pretti pain cramp week i went back got ultrasound check placement inform i irrit cyst would go awayher i month later everi week i get insan cramp week long period befor skyla day long period cramp i told month im still pain im get obvious bodi go adjust worth pain ive also gain lb first month notic zit anxieti hormon crazi,0.2854927085340023
Gardasil,Im years old and have had all three of these shots I dont understand why people make this shot to be such a big deal It barely hurt when I got them Even if it did who cares If the shot is going to help you out in the long run I never had any bad side effects I recommend it to any woman who likes to be proactive,10,im year old three shot i dont understand peopl make shot big deal it bare hurt i got even care if shot go help long run i never bad side effect i recommend woman like proactiv,0.9999999701976776
Avastin,I started Avastin in November of after my spinal cord tumor started growing again I was diagnosed with brain cancer in February The tumor is in my spinal cord not in my brain It effects my right leg Makes it weak I had surgery and went through radiation and chemo in April The tumor was shrinking all summer and then started to grow again In November I started Avastin as an addition to the existing Chemo called Temodar As soon as I started Avastin the tumor started to shrink but my symptoms got way worse So I have a shrinking tumor but side effects that are worse,6,i start avastin novemb spinal cord tumor start grow i diagnos brain cancer februari the tumor spinal cord brain it effect right leg make weak i surgeri went radiat chemo april the tumor shrink summer start grow in novemb i start avastin addit exist chemo call temodar as soon i start avastin tumor start shrink symptom got way wors so i shrink tumor side effect wors,0.9673824573867023
Rexulti,I was put on half a mg for a week then titrated to mg Everything was cool until about the rd or th wk I started feeling overhwelmed and ridiculously tired to where I couldnt keep my eyes open Then it progrogressed to full blown anxiety in my POV I never thought it could be rexulti until I finally saw my doc who took me off straight away after seeing how anxious I was I can hardly deal with my son or life He sadly has to calm himself as noise and lots of energy around me exascerbate my anxiety Ive been completely off for a day but Im wondering how long it will be before Im not anxious I hope not the weeks my doc said I cant keep living with all this anxiety and tiredness and wanting to cry all the time,1,i put half mg week titrat mg everyth cool rd th wk i start feel overhwelm ridicul tire i couldnt keep eye open then progrogress full blown anxieti pov i never thought could rexulti i final saw doc took straight away see anxiou i i hardli deal son life he sadli calm nois lot energi around exascerb anxieti ive complet day im wonder long im anxiou i hope week doc said i cant keep live anxieti tired want cri time,0.18842984214425085
Sprintec,Im and was prescribed this pill for irregular periods Ive only been on it for a week and Id rather deal with bleeding for a month straight than the side effects that Im already experiencing extremely bloated had a couple of painful pimples pop up on my face and my chest have sore and swollen breasts increased appetite with lbs gained weight and the worst of all have zero sex drive and am a psycho bitch to my husband who does not deserve to be treated like that Im throwing the rest of them straight in the garbage,1,im prescrib pill irregular period ive week id rather deal bleed month straight side effect im alreadi experienc extrem bloat coupl pain pimpl pop face chest sore swollen breast increas appetit lb gain weight worst zero sex drive psycho bitch husband deserv treat like im throw rest straight garbag,-0.07569803185760976
Linaclotide,After many years of chronic bloating and constipation I finally tried Linzess I was taking Miralax daily sometimes twice a day for about a year but still no relief from the horrible bloating Id eat half an apple and have to move my belt buckle Now a little over a month on Linzess and I am no longer bloated I go every day and feel SO much better No side effects at all I just learned that taking with food can result in diarrhea or help if you feel constipated again Will try that if I ever need it,10,after mani year chronic bloat constip i final tri linzess i take miralax daili sometim twice day year still relief horribl bloat id eat half appl move belt buckl now littl month linzess i longer bloat i go everi day feel so much better no side effect i learn take food result diarrhea help feel constip will tri i ever need,0.9999999403953552
Paliperidone,I feel like this medication is OK minus the weight gain feels like I put on a lot of weight and is hard to loose,5,i feel like medic ok minu weight gain feel like i put lot weight hard loos,0.791826955974102
Ethinyl estradiol / norgestimate,I have been on this contraceptive for about months I havent experienced weight gain but a weight loss of pants sizes Altough thats great and everything Ive also been sick to my stomach at least once a week and my period didnt stop being extremely heavy It also jumps around a lot more and for a few months I didnt have one Wasnt pregnant went to doctor and had to get put on medication to restart period but all in all I think its decent,7,i contracept month i havent experienc weight gain weight loss pant size altough that great everyth ive also sick stomach least week period didnt stop extrem heavi it also jump around lot month i didnt one wasnt pregnant went doctor get put medic restart period i think decent,0.9297989219427109
Nora-Be,My experience with this pill has been okay but my periods do last longer now for about days and I also spot in between which is very annoying I also take the pill at the same time everyday I dont think Ill be staying on this pill for to much longer,7,my experi pill okay period last longer day i also spot annoy i also take pill time everyday i dont think ill stay pill much longer,0.9197261393070221
Metoprolol,I have been taking Toprol XL for about years My doctor has now put me on mg twice a day total mg a day this had to be approve by my insurance company and it was This is working for me no side effects and my blood pressure is steady at,10,i take toprol xl year my doctor put mg twice day total mg day approv insur compani thi work side effect blood pressur steadi,0.9999999993015081
Detrol LA,The side effects were intolerable and it was not effective in minimizing bladder spasms with resulting leakageincontinence,4,the side effect intoler effect minim bladder spasm result leakageincontin,-0.3571645678486675
Hypercare,As everyone else I have a terrible problem sweating and can only wear black t shirts or tank tops I only started using this a year ago and aside from the burning and soreness after its great However I just went to refill my prescription and was told that they are no longer manufacturing it I went to many pharmacys and was told the same thing I dont understand why,10,as everyon els i terribl problem sweat wear black shirt tank top i start use year ago asid burn sore great howev i went refil prescript told longer manufactur i went mani pharmaci told thing i dont understand,0.999999912455678
